"price","encoded_region","experience_days","transaction_count"
14060.65,0,80,19
14697.41,0,90,11
10573.36,0,117,25
11778.63,0,108,18
17158.68,0,101,19
16805.91,0,116,23
12717.67,0,122,26
15694.62,0,69,23
14515.18,0,98,20
17747.07,0,96,22
14792.16,0,126,15
13266.92,0,92,23
13659.57,0,103,11
10432.65,1,123,19
16807.49,0,129,19
18504.26,0,116,16
18264.5,0.5,99,20
14891.28,0,107,11
16603.97,0,58,26
7583.41,0,72,25
15690.6,0,67,19
8262.7,0,121,18
10043.7,0,116,18
10083.2,0,122,17
16582.21,0,115,15
7263.2,0,96,19
12333.58,0,110,21
10493.39,0,113,18
15583.67,0,125,26
18023.41,0,85,25
16996.62,0,107,14
20175.01,0,74,25
12119.01,0,63,16
21973.68,0,70,29
10240.34,0,62,23
14186.76,0,82,19
9247.56,0,75,20
10002.96,0,136,17
19624.4,0,115,20
9909.48,0,95,21
11457.54,0,92,17
4313.92,0,129,18
17867.01,0,105,20
9536.85,1,85,18
7463.5,0,97,15
11391.35,0,101,19
12082.79,0,98,18
19599.15,0,144,29
18961.97,0,119,28
9271.71,0,112,16
23829.79,0,90,25
6820.45,0,131,22
14533.32,0,116,17
12550.2,0,67,13
16424.12,0,86,14
19555.99,0,132,24
17609.32,0,63,19
11113.31,0,91,24
8634.91,0,103,20
11427.15,0,77,19
20361.86,0,125,24
3660.5,0,89,17
20168.12,0,92,25
14930.54,0,68,14
14458.83,0,100,22
11642.54,0,88,11
21834.46,0,91,12
7973.4,1,96,16
21689.34,0,123,16
15242.34,0,87,18
11793.18,0,87,25
19003.42,0,102,19
5930.48,0,107,18
10577.66,1,63,31
18425.18,0,73,17
17869.68,0,101,14
16422.53,0,117,21
14308.48,0,104,30
24223.64,0.5,88,7
10027.07,0,96,21
17351.04,0,119,21
11999.85,0,115,22
20976.71,0,77,29
19735.74,0,120,18
15317.51,0,87,23
26040.95,0,112,12
4053,0,97,18
19405.88,0,97,31
10234.98,0,112,16
23849.43,0,150,15
9143.4,0,99,21
7774.25,1,84,27
14230.66,0,121,16
16371.35,0,94,15
18339.59,0,99,13
12675.13,0,81,25
12703.92,0,109,16
15318.52,0,71,15
13766.75,0,76,17
18688.68,0,109,6
14302.55,0,127,14
17090.97,0,118,13
13897.71,0,115,19
17653.7,0,69,13
11316.15,0,109,21
10943.97,0,86,18
15004.83,0,101,19
12452.98,0,127,25
10087.46,0,69,18
9319.17,1,118,19
26199.97,0,64,20
15016.08,1,72,30
16982.8,0,104,16
6138.28,1,133,17
22677.01,0,89,22
19760.54,0,82,18
12315.74,0,100,21
15100.15,0,120,18
20127.64,0,117,19
23864.24,0,98,20
18469.83,0,120,14
11023.38,0,104,26
9349.81,0,98,19
11847.9,0,101,25
7548.51,0,123,27
15084.95,0,84,22
17049.28,0,80,18
22033.2,0,94,19
9900.85,1,98,13
19466.48,0,111,21
7552.38,0,108,22
19119.84,0,136,23
18901.86,0,94,19
7119.91,0,138,13
22207.22,0,128,17
16763.29,0,117,15
13242.99,0,106,21
18346.99,0,104,16
9376.15,0,63,17
23165.2,0,70,23
22062.41,0,84,30
15673.76,0,102,11
19342.84,0,125,20
25007.32,0,81,15
10090.19,1,106,17
14380.87,0,57,24
27754.43,0,149,21
15929.28,0,96,24
29173.58,0,62,25
16865.95,0,121,27
20046.11,0,125,29
22137.14,0,115,13
12161.97,0,119,14
20922.22,0,96,18
10650.34,1,126,15
19474.71,0,95,14
9246,0,62,23
7238.36,1,138,19
15961.01,0,124,21
10905.88,0,115,19
26368.46,0,75,17
15205.32,0,118,24
14570.89,0,97,16
16494.72,0,123,31
14056.47,0,139,27
12522.15,0,90,16
8355.13,0,111,15
11759.37,0,127,21
5228.03,0,122,25
18056.67,0,101,15
8181.7,0,89,19
11599.59,1,113,19
5168.52,0,114,20
16548.42,0,83,11
18455.21,0,69,19
10258.67,1,111,22
14954.72,0,100,30
19489.19,0,85,22
23033.64,0,100,20
17917.58,0,120,27
17009.11,0,106,25
19528.57,0,96,22
12486.69,0,86,24
15858.77,0,101,16
7929.87,0,95,18
15517.96,0,101,22
24325.41,0,116,31
11051.43,0,121,17
14860.63,0,72,15
14375.74,0,111,23
17005,0,92,20
21159.35,0,112,22
7681.6,0,57,19
19970.77,0,151,27
10650.54,0,99,22
12718.52,0,96,18
18601.97,0.5,105,14
19492.9,0,82,26
18190.48,0,101,20
0,0,109,18
11668.94,0,93,23
14657.06,1,118,20
8742.89,0,91,11
5737.32,1,112,25
25620.68,0,95,28
16286.18,0,64,24
20307.42,0,106,20
16344.79,0,102,16
7410.96,0,115,19
14751.46,0,132,17
16164.92,0,101,28
16325.48,0,125,23
17688.2,0,101,23
12873.63,0,90,21
4172.7,0,90,20
23745.8,0,119,32
12533.29,0,101,19
10156.45,0,115,25
10702.94,0,102,17
9139.95,1,81,20
17102.16,0,102,22
10469.19,0,82,14
10008.76,0,60,18
21387.23,0,82,20
9724.27,0,71,18
6593.45,0,76,22
5076.3,0,85,22
16723.2,0,116,19
15253.58,0,92,24
16460.92,0,91,21
14795.2,0,78,20
8615.75,0,97,20
12816.35,0,119,21
906.48,0,116,19
11580.7,1,115,28
10370.22,0,109,16
22442.01,0,76,20
16152.42,0,105,21
15897.04,0,88,29
8567.46,1,96,19
16469.16,0,123,24
6795.79,0,102,8
25437.97,0,108,13
9548.2,0,109,18
18727.95,0,111,17
19835.13,0,79,8
16421.08,0,108,25
22445.37,0,117,31
7582.15,0,81,10
7104.86,1,90,18
17905.85,0,59,17
18609.86,0,106,22
18146.37,0,97,13
26701.92,0,77,24
18261.22,0,91,22
12731.57,0,71,22
15986.41,0,118,19
18459.1,0,85,18
14991.6,0,111,20
16253.77,0,95,14
29706.03,0,109,20
19145.24,0,87,20
17030.99,0,118,22
19529.78,0,98,13
17478.8,0,109,28
13430.93,0,109,25
11956.66,0,115,29
3341.86,1,101,26
12288.67,0,109,15
13827.57,0,89,10
12441.11,0,57,17
19502.22,0,119,18
12039.11,0,101,25
13634.42,0,84,11
17331.76,0,82,16
12526.07,0,99,22
17062.03,0,62,16
10351.52,0,125,30
11792.88,0,95,15
21587.77,0,102,22
20861.29,0,109,20
16850.21,0,67,11
8117.41,0,133,20
6907.92,0,134,22
15422.66,0,69,16
22002.7,0,75,28
20217.09,0,106,22
13143.33,0,115,13
7628.54,0,47,25
17816.97,0,151,12
16022.91,0,81,11
13468.82,0,95,11
3110.85,0,99,23
3975.62,0,92,24
15068.24,0,87,19
18015.85,0,101,20
8164.59,0,128,22
16741.86,0,127,12
13507.17,0,73,24
16045.67,0,90,17
16716.8,0,135,27
15786.39,0.5,131,24
12482.3,0,80,11
14595,0,137,17
16344.36,0,80,16
13787.15,0,87,10
12877.89,0,104,23
16573.89,0,96,16
20156.01,0,63,18
17351.99,0,75,18
11852.8,0,116,25
14019.2,0,49,18
14082.54,0,109,24
11368.27,0,72,28
16295.64,0,97,31
17527.8,0,99,17
7159.52,1,125,21
15454.92,0,91,26
17193.08,0,89,16
9954.51,0,117,20
11437.97,1,92,28
16761.27,0,110,20
13909.97,0,121,16
2457.4,0.5,85,15
15861.6,0,115,23
19565.71,0,93,26
9081.23,0,110,8
18305.57,0,92,25
13002.6,0,133,18
5341.56,0,120,18
21216.74,0,96,28
13865.78,0,47,28
9512.7,1,126,18
16050.4,0,96,18
12174.75,0,73,13
14344.98,0,102,18
16547,0,100,20
16230.55,0,91,22
26007.82,0,121,27
12970.09,0,83,23
19390.98,0,104,17
10104.68,0,75,21
18197.54,0,108,15
14652.68,0,106,16
11800.63,0,70,23
21996.66,0,93,13
10607.34,0,114,27
17671.61,0,124,28
16564.55,0,111,19
10789.75,0,93,19
10017.41,0,144,18
12933.5,0,91,16
21729.9,0,77,21
8049.55,1,87,14
13108.74,0,127,15
10528.73,0,92,17
15221.3,0,111,20
18124.88,0,133,20
13985.31,0,93,11
13261.71,0,87,23
21326.36,0,90,19
17334.6,0,156,15
20304.11,0,84,18
13293.03,0,106,25
15615.61,0,118,15
10134.54,0,77,21
9572.16,0,108,28
19808.81,0,119,19
22567.17,0,100,22
18018.65,0,84,18
9580.8,0,96,18
16541.15,0,107,25
8546.26,1,90,21
10194.15,1,114,25
15610.06,0,95,21
21182.31,0,87,19
11531.52,0,130,15
16886.11,0,71,17
22556.63,0,106,20
16185.76,0,95,13
5180.02,0,98,29
11014.29,0,98,24
12544.12,0,84,21
16782.1,0,87,16
14847.62,0,90,15
15417.14,0,119,22
19308.17,0,119,28
9407.52,0,115,21
10470.38,1,118,21
14105.03,0,144,22
17547.31,0,155,17
10976.44,0,91,21
17964.72,0,65,26
15407.02,0,111,7
25136.77,0,85,15
18696.33,0,107,22
16255.53,0,77,20
21246.08,0,110,14
16733.94,0,76,17
17034.55,0,139,28
15826.15,0,82,22
11798.45,0,122,16
17546.47,0,81,20
16302.15,0,108,25
19329.15,0,91,19
20534.96,0,114,17
19050.61,0.5,127,24
20885.84,0,135,17
15512.55,0,105,21
17337.62,0,78,19
13257.21,0,85,17
20460.35,0,140,20
13194.12,0,103,21
18229.92,0,91,16
16588.55,0,110,17
15770.41,0,72,18
6888.96,0,92,18
13623.55,0,84,25
16144.32,0,49,21
10394.35,0,109,22
14441.5,0,89,16
13747.25,0,105,23
12561.59,0,117,21
9478.15,1,99,27
20194.63,0,120,18
18441.55,0,82,25
14599.08,0,101,16
15090.72,0,80,15
12075.13,0,126,22
22407,0,116,18
22053.99,0,76,17
13866.83,0,113,16
10555.28,0,108,13
19259.28,0,113,13
17578.82,0,143,27
20248.75,0.5,84,23
12917.45,0,105,29
12409.55,0,116,19
17786.01,0,97,18
10302.65,1,92,12
17042.94,0,107,23
9565.2,0,116,22
13291.08,0,76,27
24016.2,0,97,20
20483.14,0,95,20
17529.37,0,101,18
13909.91,0,131,21
11660.89,0,83,18
16944.51,0,97,22
19905.82,0,69,19
7956.22,0,87,21
7921.35,0,97,25
11169.63,0,92,20
11161.41,0,88,21
9152.45,0,107,20
8150.72,0,99,28
25434.55,0,86,18
12005.66,0,77,22
7976.05,0,114,14
14880.3,0,78,19
21138.78,0,117,17
12755.99,0,98,22
17565.35,0,108,22
19905.6,0,69,28
8467,1,99,22
3282.22,0,104,14
14947.67,0,136,21
25342.11,0,120,20
13377.24,1,92,17
10984.72,0,143,23
20012.93,0,74,17
10410.58,0,108,18
17701.04,0,107,33
17316.17,0,121,12
12918.06,0,110,15
8271.71,0,99,17
23131.84,0,91,18
24744.55,0,73,26
27456.2,0,124,27
16971.16,0,100,18
12106,0,88,9
14504.52,0,118,26
19218.96,0,116,19
7466.44,1,106,24
12132.8,0,67,17
15713.3,0,110,21
18975.28,0,152,20
26953.66,0,70,24
5595.56,0,88,19
24854.66,0,123,13
7565.45,1,103,20
10457.89,0,109,15
16882.57,0,107,14
19109.33,0,93,20
11552,0,112,19
12998.04,0,105,12
7757.64,0,79,18
11323.04,0,65,26
10821.66,1,99,20
14564.11,0,56,17
11080.34,0,89,26
7569.86,0,98,26
12342.89,0,150,16
13440.95,0,49,22
15255.97,0,120,16
7005.35,0,86,12
12143.8,0,61,21
13570.96,0,75,27
17365.65,0,112,30
23253.4,0,96,21
18698.12,0,101,12
12401.7,0,92,15
21727.71,0,97,26
15697.73,0,70,18
15828.69,0,118,17
8017.23,0,124,25
13519.5,0,114,19
7504.88,1,75,26
13408.12,0,94,17
5638.53,0,112,14
20874.43,0,110,24
19841.46,0,55,30
15598.31,0,70,27
10054.91,1,85,22
17132.37,0,63,23
22157.77,0,117,24
11879.43,0,92,20
21332.02,0,119,20
4895.95,0,97,16
16795.42,0,126,15
19543.27,0,44,23
23951.58,0,85,18
13834.73,0,118,13
9142.66,0,106,21
12669.26,0,95,22
9156.29,1,130,19
10003.29,0,92,24
12214.38,0,152,23
10299.62,1,99,20
0,0,83,17
5227.13,0,97,17
13188.83,0,114,21
9988.26,0,126,19
13509.8,0,119,23
11163.87,0,82,20
21259.97,0,61,20
12280.63,0,111,15
9782.15,1,102,11
12432.45,0,135,15
16652.55,0,107,16
18203.22,0,128,15
11598.98,0,95,16
5743.16,0,99,19
21800.47,0,96,21
15413.43,0,131,23
7056.78,0,115,18
7980.86,0,87,26
15787.76,0,102,12
12583.64,0,83,15
10862.03,1,47,19
15169.96,0,86,23
14762.73,0,91,15
14091.31,0,89,24
14633.68,0,117,21
13509.03,0,69,26
7055.66,1,94,21
12505.73,0,106,25
10279.58,1,102,21
19436.66,0,88,27
18470.64,0,124,15
18289.14,0,153,22
12119.46,0,101,22
12152.4,0,103,14
19076.47,0,127,22
10870.44,0,115,17
11866.38,0,111,23
16624.64,0,75,22
18480.31,0,92,18
5618.62,0,74,15
22513.48,0,81,15
9537.6,0,79,22
15594.47,0,118,13
6570.93,0,68,19
19844.26,0,105,25
27234.78,0,92,14
17986.75,0,106,23
24323.4,0,75,22
7861.27,0,115,22
13487.5,0,106,15
12472.81,0,114,21
14334,0,84,24
10059.61,0,80,18
12469.82,0,67,22
13489.07,0,88,25
7810.87,0,83,12
16928.21,0,102,13
14879.07,0,96,25
9565.67,0,110,20
12420.58,0,112,8
11210.31,0,100,21
9521.18,0,115,17
10341.39,0,126,17
8586.22,0,112,25
11680.19,0,120,19
12313.65,0,130,16
8316.81,0,107,28
16073.59,0,99,14
9477.87,0,111,21
10502.34,0,109,25
12796.19,0,103,19
23082.84,0,88,16
12882.65,0,112,24
14600.49,0,83,28
14451.03,0,88,14
19529.99,0,95,12
12393.57,0,85,17
15696.17,0,95,19
8639.03,0,147,18
11096.82,0,119,12
20939.59,0,85,26
15530.47,0,152,25
22826.92,0,88,25
19973.94,0,104,16
14238.71,0,125,14
17800.02,0,123,23
26964.74,0,121,26
16684.8,0,83,23
22128.3,0,73,23
5565.26,0,128,19
16226.62,0,99,19
10652.03,0,105,14
1247.25,0,109,17
6567.86,0.5,65,16
14758.46,0,98,30
12253.11,0,118,24
3394.01,0,111,20
16822.88,0,125,24
16766.64,0,91,16
14721.97,0,98,23
17499.66,0,101,18
14790.58,0,95,19
14106.51,0,91,18
13430.18,0,81,19
15085.43,0,95,18
10794.28,0,73,24
10784.42,0,71,25
8455.34,0,89,12
8945.9,0,74,17
11722.13,0,146,29
17729.85,0,107,26
14692.92,0,118,19
8235.45,1,90,21
9301.01,0,70,23
18459.26,0,90,22
12489.21,0,124,17
20991.38,0,122,12
21313.23,0,83,19
6054.35,0,61,27
19658.35,0,93,29
13915.46,0,94,23
3759.16,0,117,22
9860.22,0,88,31
16148.96,0,69,28
10005.69,0,114,22
2714.22,0,85,25
18576.31,0,106,21
15923.82,0,96,21
5511.77,0,91,23
13580.28,0,106,28
20831.13,0,110,16
20283.54,0,81,29
4750.88,0,94,29
15352.8,0,122,9
28057.76,0,95,17
20901.6,0,70,16
15575.68,0,76,13
4966.41,0,115,19
27096.36,0,91,11
14634.82,0,104,17
11573.2,0.5,130,21
11907.91,0,123,24
10062.41,0,102,12
23848.45,0,94,17
20347.3,0,106,23
17075,0,88,15
19879.19,0,103,23
19020.84,0,121,23
13665.71,0,88,16
11500.36,0,119,19
12815.18,0,118,13
7599.26,1,114,21
7233.93,1,113,26
14083.78,0,91,13
15248.5,0,118,19
22786.99,0,110,19
22992.96,0,50,11
11015.5,0,107,14
9011.05,0,111,18
16191.95,0,106,22
11136.42,0,99,18
5900.33,1,112,19
16996.3,0,89,20
17137.02,0,126,19
14895.32,0,109,15
19617.15,0,91,19
12528.81,0,117,16
9432.4,0,127,19
13916.29,0,84,15
5647.33,0,82,24
8276.34,1,84,18
13682.89,0,62,26
17045.6,0,95,20
22603.9,0,67,21
17296.1,0,124,17
14146.6,0,109,21
6845.23,0,93,27
12157.37,0,80,21
20580.97,0,114,24
18350.27,0,110,14
18410.84,0,95,20
18271.1,0,131,28
22570.76,0,65,22
15328.31,0,100,19
17757.72,0,104,13
11051.54,0,112,14
14141.88,0,79,24
6742.65,1,119,24
14788.14,0,91,26
18911.45,0,115,20
23497,0,90,20
10804.64,0,78,18
14602.82,0,75,24
22467.79,0,123,23
11579.69,1,101,22
16433.42,0,75,18
19711.13,0,97,20
7167.84,1,84,15
12501.58,0,73,30
9550.88,0,106,19
14278.77,0,88,20
6029.85,0,83,13
8722.3,0,124,14
11861.14,0,104,21
21740.29,0,108,24
20271.96,0,131,17
18871.44,0,104,26
13747.84,0,70,13
9370.68,0,109,27
8219.87,0,130,17
15479.39,0,90,12
21993.41,0,151,24
15217.33,0,105,25
10813.1,1,105,24
15880.3,0,108,24
8018.38,0,122,27
10406.61,0,80,26
11460.17,1,128,25
16834.19,0,131,19
4304.7,0,129,16
13927.83,0,107,25
15166.99,0,49,14
20304.58,0,100,26
15483.06,0,112,16
11181.67,0,116,20
9873.4,0,105,22
12051.78,0,128,27
8324.71,0,117,16
25292.02,0,100,20
14198.59,0,88,18
13135.91,0,82,27
21828.34,0,128,12
8102,0,106,22
12860.08,0,127,18
14612.28,0,61,15
16788.28,0,87,22
11904.12,0,59,23
10182.7,0,111,27
10432.34,0,116,21
24660.43,0,84,20
14715.43,0,119,31
6295.65,0,124,13
10704.54,1,124,17
19111.72,0,84,24
17807,0,94,16
20997.52,0,125,31
11751.1,0,101,12
13853.26,0,133,24
13721.42,0,125,16
8726.9,1,121,12
13603.35,0,79,25
13501.19,0,116,22
11228.05,0,102,17
19345.86,0,128,18
17388.19,0,81,28
5732.68,0.5,101,21
9505.07,0,107,24
8613.21,0,110,26
18126.22,0,93,22
6557.54,0,139,21
16799.88,0,109,12
15990.91,0,77,31
7241.23,0,52,17
9691.87,1,102,15
9922.11,0,116,25
15360.42,0,114,25
22643.62,0,101,20
11967.51,0,92,23
10298.47,1,94,25
11594.08,0,116,25
10350.39,0,93,13
6743.72,0,132,20
14412.36,0,89,18
17729,0,139,21
13157.25,0,107,17
11119.19,0,101,19
11686.64,0,72,18
10187.84,0,122,19
18750.38,0,98,17
12527.32,0,86,22
12253.78,0,78,21
9947.04,0,100,16
6143.03,1,91,21
19108.83,0,120,19
10163.72,0,108,21
15831.34,0,80,26
13324.17,0,91,20
22632.26,0,99,12
19202.74,0,106,27
21419.12,0,87,23
16923.06,0,125,15
19664.66,0,90,23
15645.97,0,97,12
16770.16,0,106,26
18341.29,0,104,21
15566.08,0,85,22
4891.55,0,101,21
13231.39,0,120,22
14845.42,0,72,18
17377.99,0,85,21
10464.29,0,127,25
13049.9,0,136,13
8912.3,1,109,22
16926.41,0,48,14
9840.32,0,112,27
15483.41,0,99,20
16363.19,0,116,16
12169.4,0,95,17
16391.06,0,76,20
8877.19,0,91,21
13831.79,0,96,17
10906.66,1,85,22
20499.85,0,117,15
8232.76,1,100,26
